Graph#,dirname,filename,class,genus,species,interaction_type,definition_of_interaction,edge_wt_type,geographical_location,population_type,data_record_technique,time_span,resolution,time_span_per_day,attributes_available,is_connected,num_components,nodes,edges,network.density,highest.degree,avg.degree,std.degree.node,CV.degree,skewness,avg.node.strength,std.node.strength,CV.node.strength,avg.edge.strength,std.edge.strength,CV.edge.strength,highest.node.strength,deg.assort,avg.betw.centrality,std.betw.centrality,highest.betw,avg.betw.centrality.weighted,std.betw.centrality.weighted,highest.betw.weighted,clustering,clustering.weighted,transitivity,Q,Qmax,Qrel,cohesion,num.modules,avg.modsize,diameter,Citation
492,desert_tortoise_asynchronous_burrow_sharing_unweighted,N493_tortoise_sah_network_MC_aggregate_year_2012_season_active.graphml,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,N/A,focal follow/ad libitum,not available,FALSE,12,24,25,0.091,9,2.083,2.361,1.133,1.314,2.083,2.361,1.133,1,0,0,9,-0.101,0.004,0.015,0.077075099,0.004,0.015,0.077075099,0.447,0.447,0.606,0.167,0.643,0.26,0.440070411,3,3.333333333,2,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
493,desert_tortoise_asynchronous_burrow_sharing_unweighted,N494_tortoise_sah_network_MC_aggregate_year_2013_season_active.graphml,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,N/A,focal follow/ad libitum,not available,FALSE,12,22,20,0.087,6,1.818,2.229,1.226,1.03,1.818,2.229,1.226,1,0,0,6,0.576,0.006,0.015,0.057142857,0.006,0.015,0.057142857,0.242,0.242,0.845,0.1,0.434,0.23,0.600060006,3,3,4,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
494,desert_tortoise_asynchronous_burrow_sharing_unweighted,N495_tortoise_sah_network_PV_aggregate_year_2005_season_active.graphml,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,N/A,focal follow/ad libitum,not available,FALSE,13,21,13,0.062,4,1.238,1.411,1.14,0.568,1.238,1.411,1.14,1,0,0,4,0.103,0.003,0.008,0.031578947,0.003,0.008,0.031578947,0.325,0.325,0.75,0.18,0.305,0.59,0.538502962,2,3,3,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
495,desert_tortoise_asynchronous_burrow_sharing_unweighted,N496_tortoise_sah_network_PV_aggregate_year_2008_season_active.graphml,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,N/A,focal follow/ad libitum,not available,FALSE,32,40,11,0.014,3,0.55,0.921,1.675,1.914,0.55,0.921,1.675,1,0,0,3,1,0,0,0,0,0,0,0.1,0.1,1,0,0,NA,0.545454546,1,4,1,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
496,desert_tortoise_asynchronous_burrow_sharing_unweighted,N497_tortoise_sah_network_PV_aggregate_year_2009_season_active.graphml,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,N/A,focal follow/ad libitum,not available,FALSE,13,18,5,0.033,2,0.556,0.685,1.232,0.994,0.556,0.685,1.232,1,0,0,2,0.167,0.002,0.005,0.014705882,0.002,0.005,0.014705882,0,0,0,0.167,0.5,0.334,0.399680256,2,2,3,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
497,desert_tortoise_asynchronous_burrow_sharing_unweighted,N498_tortoise_sah_network_PV_aggregate_year_2010_season_active.graphml,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,N/A,focal follow/ad libitum,not available,FALSE,11,20,21,0.111,6,2.1,2.427,1.156,0.845,2.1,2.427,1.156,1,0,0,6,0.418,0.003,0.006,0.014619883,0.003,0.006,0.014619883,0.347,0.347,0.805,0.044,0.465,0.095,0.523809524,2,4,3,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
498,desert_tortoise_asynchronous_burrow_sharing_unweighted,N499_tortoise_sah_network_PV_aggregate_year_2011_season_active.graphml,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,N/A,focal follow/ad libitum,not available,FALSE,14,24,12,0.043,4,1,1.041,1.041,1.261,1,1.041,1.041,1,0,0,4,0.353,0.002,0.006,0.0256917,0.002,0.006,0.0256917,0.125,0.125,0.462,0.194,0.337,0.576,0.5,2,3,3,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
499,desert_tortoise_asynchronous_burrow_sharing_unweighted,N500_tortoise_sah_network_PV_aggregate_year_2012_season_active.graphml,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,N/A,focal follow/ad libitum,not available,FALSE,5,23,26,0.103,6,2.261,1.538,0.68,0.643,2.261,1.538,0.68,1,0,0,6,0.01,0.034,0.047,0.132034632,0.034,0.047,0.132034632,0.287,0.287,0.4,0.399,0.609,0.655,0.576889795,3,4.666666667,7,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
500,desert_tortoise_asynchronous_burrow_sharing_unweighted,N501_tortoise_sah_network_PV_aggregate_year_2013_season_active.graphml,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,N/A,focal follow/ad libitum,not available,FALSE,11,23,16,0.063,3,1.391,1.17,0.841,0.208,1.391,1.17,0.841,1,0,0,3,0.179,0.008,0.017,0.051948052,0.008,0.017,0.051948052,0.261,0.261,0.545,0.364,0.475,0.766,0.500109399,2,4,5,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
501,desert_tortoise_asynchronous_burrow_sharing_unweighted,N502_tortoise_sah_network_SG_aggregate_year_1999_season_active.graphml,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Washington, USA",free-ranging,radio tags,8 months,N/A,focal follow/ad libitum,not available,FALSE,13,32,23,0.046,4,1.438,1.248,0.868,0.421,1.438,1.248,0.868,1,0,0,4,0.084,0.013,0.022,0.064516129,0.013,0.022,0.064516129,0.146,0.146,0.429,0.457,0.599,0.763,0.521557719,3,4,9,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
502,desert_tortoise_asynchronous_burrow_sharing_unweighted,N503_tortoise_sah_network_SG_aggregate_year_2000_season_active.graphml,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Washington, USA",free-ranging,radio tags,8 months,N/A,focal follow/ad libitum,not available,FALSE,22,27,6,0.017,3,0.444,0.831,1.872,1.937,0.444,0.831,1.872,1,0,0,3,-0.333,0,0.001,0.006153846,0,0.001,0.006153846,0.086,0.086,0.5,0,0.5,0,0.333667,2,2,2,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
503,desert_tortoise_asynchronous_burrow_sharing_unweighted,N504_tortoise_sah_network_SL_aggregate_year_2012_season_active.graphml,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,N/A,focal follow/ad libitum,not available,FALSE,8,12,5,0.076,3,0.833,0.986,1.184,1.127,0.833,0.986,1.184,1,0,0,3,0,0.003,0.01,0.036363636,0.003,0.01,0.036363636,0.194,0.194,0.6,0,0.5,0,0.400160064,2,2,2,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
504,desert_tortoise_asynchronous_burrow_sharing_unweighted,N505_tortoise_sah_network_SL_aggregate_year_2013_season_active.graphml,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,N/A,focal follow/ad libitum,not available,FALSE,6,15,13,0.124,4,1.733,1.236,0.713,-0.146,1.733,1.236,0.713,1,0,0,4,-0.238,0.016,0.031,0.087912088,0.016,0.031,0.087912088,0.467,0.467,0.571,0.25,0.5,0.5,0.461627236,2,3.5,4,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
505,bats_foodsharing_weighted,N506_vampirebats_carter_mouth_licking.graphml,Mammalia,Desmodus,rotundus,Food_sharing,Food sharing event were defined as periods where food could be passed that lasted at least 5 s and were separated by more than 5s.,duration,"Bloomfield Hills, Michigan, USA",captive,video,2 hours,1 sec,2 hours,"population, group, sex, genotype",TRUE,1,21,72,0.343,14,6.857,4.632,0.676,0.012,6636.952,6891.638,1.038,967.889,1346.489,1.391,27027,-0.3,0.043,0.066,0.208997494,0.165,0.209,0.62631579,0.548,0.041,0.658,0.14,0.626,0.224,0.513899595,4,5.25,3,"Carter, Gerald G., and Gerald S. Wilkinson. ""Food sharing in vampire bats: reciprocal help predicts donations more than relatedness or harassment.""Proceedings of the Royal Society of London B: Biological Sciences 280.1753 (2013): 20122573."
506,voles_social_projection_bipartite_weighted,N507_voles_begon_site_BHP_trapping_session_01.graphml,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,2,38,74,0.105,9,3.895,2.257,0.579,0.558,7.421,4.29,0.578,1.905,1.187,0.623,18,0.286,0.043,0.064,0.275589876,0.053,0.075,0.273600982,0.456,0.131,0.453,0.543,0.728,0.746,0.770218229,4,8.5,6,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
507,voles_social_projection_bipartite_weighted,N508_voles_begon_site_BHP_trapping_session_02.graphml,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,FALSE,2,62,172,0.091,11,5.548,2.734,0.493,0.318,10.645,9.202,0.864,1.919,1.853,0.966,52,0.01,0.034,0.052,0.23407064,0.039,0.054,0.226331662,0.604,0.067,0.479,0.601,0.788,0.763,0.808195921,5,12,6,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
508,voles_social_projection_bipartite_weighted,N509_voles_begon_site_BHP_trapping_session_03.graphml,Mammalia,Microtus,agrestis,social_projection_bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,"Northumberland, England",free-ranging,mark recapture,6 days,12 hours,24 hours,not available,TRUE,1,79,226,0.073,18,5.722,3.349,0.585,0.846,11.038,7.257,0.657,1.929,1.57,0.814,30,-0.02,0.03,0.047,0.212077105,0.035,0.053,0.259341614,0.643,0.087,0.423,0.601,0.809,0.743,0.791968817,6,13.16666667,7,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
